round,player_move,ai_move,winner
30224,2.0,1,Player
30225,3.0,3,Draw
30226,3.0,3,Draw
30227,3.0,1,AI
30228,,3,AI
30229,3.0,1,AI
30230,2.0,1,Player
30231,3.0,2,Player
30232,3.0,3,Draw
30233,2.0,3,AI
30234,2.0,1,Player
30235,3.0,1,AI
30236,3.0,1,AI
30237,1.0,3,Player
30238,2.0,3,AI
30239,2.0,1,Player
30240,2.0,1,Player
30241,2.0,1,Player
30242,2.0,1,Player
30243,2.0,3,AI
30244,2.0,1,Player
30245,3.0,3,Draw
30246,2.0,1,Player
30247,2.0,3,AI
30248,3.0,3,Draw
30249,1.0,2,AI
30250,1.0,1,Draw
30251,3.0,2,Player
30252,1.0,3,Player
30253,3.0,1,AI
30254,2.0,3,AI
30255,3.0,2,Player
30256,2.0,3,AI
30257,3.0,2,Player
30258,2.0,1,Player
30259,2.0,3,AI
30260,2.0,3,AI
30261,2.0,1,Player
30262,3.0,3,Draw
30263,1.0,3,Player
30264,2.0,3,AI
30265,2.0,1,Player
30266,1.0,1,Draw
30267,1.0,1,Draw
30268,3.0,1,AI
30269,2.0,3,AI
30270,3.0,3,Draw
30271,3.0,3,Draw
30272,1.0,1,Draw
30273,2.0,1,Player
30274,1.0,1,Draw
30275,3.0,2,Player
30276,2.0,1,Player
30277,3.0,2,Player
30278,1.0,3,Player
30279,2.0,3,AI
30280,3.0,1,AI
30281,2.0,3,AI
30282,1.0,3,Player
30283,2.0,2,Draw
30284,2.0,1,Player
30285,2.0,1,Player
30286,1.0,1,Draw
30287,2.0,3,AI
30288,3.0,1,AI
30289,2.0,3,AI
30290,1.0,2,AI
30291,3.0,3,Draw
30292,1.0,2,AI
30293,1.0,3,Player
30294,1.0,1,Draw
30295,2.0,3,AI
30296,3.0,1,AI
30297,1.0,1,Draw
30298,2.0,1,Player
30299,1.0,1,Draw
30300,3.0,3,Draw
30301,2.0,1,Player
30302,2.0,3,AI
30303,2.0,1,Player
30304,1.0,3,Player
30305,2.0,3,AI
30306,3.0,1,AI
30307,3.0,2,Player
30308,1.0,3,Player
30309,2.0,1,Player
30310,3.0,3,Draw
30311,1.0,1,Draw
30312,1.0,2,AI
30313,2.0,1,Player
30314,2.0,1,Player
30315,1.0,3,Player
30316,2.0,2,Draw
30317,1.0,3,Player
30318,1.0,3,Player
30319,2.0,3,AI
30320,2.0,3,AI
30321,1.0,3,Player
30322,2.0,3,AI
30323,2.0,3,AI
30324,2.0,1,Player
30325,1.0,1,Draw
30326,1.0,1,Draw
30327,1.0,1,Draw
30328,3.0,3,Draw
30329,1.0,3,Player
30330,2.0,2,Draw
30331,1.0,1,Draw
30332,2.0,3,AI
30333,3.0,3,Draw
30334,3.0,1,AI
30335,1.0,1,Draw
30336,1.0,2,AI
30337,2.0,1,Player
30338,2.0,3,AI
30339,2.0,1,Player
30340,3.0,3,Draw
30341,,3,AI
30342,2.0,1,Player
30343,1.0,3,Player
30344,2.0,1,Player
30345,3.0,3,Draw
30346,2.0,1,Player
30347,2.0,3,AI
30348,3.0,1,AI
30349,3.0,3,Draw
30350,2.0,2,Draw
30351,3.0,1,AI
30352,3.0,2,Player
30353,3.0,3,Draw
30354,2.0,1,Player
30355,1.0,1,Draw
30356,3.0,3,Draw
30357,2.0,2,Draw
30358,2.0,1,Player
30359,3.0,1,AI
30360,3.0,3,Draw
30361,3.0,3,Draw
30362,1.0,3,Player
30363,2.0,1,Player
30364,1.0,2,AI
30365,2.0,2,Draw
30366,3.0,1,AI
30367,2.0,2,Draw
30368,2.0,2,Draw
30369,1.0,1,Draw
30370,2.0,1,Player
30371,2.0,3,AI
30372,3.0,3,Draw
30373,3.0,3,Draw
30374,2.0,1,Player
30375,1.0,1,Draw
30376,3.0,3,Draw
30377,2.0,2,Draw
30378,1.0,3,Player
30379,2.0,2,Draw
30380,3.0,1,AI
30381,2.0,3,AI
30382,3.0,2,Player
30383,3.0,1,AI
30384,1.0,1,Draw
30385,2.0,2,Draw
30386,1.0,1,Draw
30387,2.0,1,Player
30388,1.0,1,Draw
30389,3.0,1,AI
30390,3.0,3,Draw
30391,1.0,1,Draw
30392,2.0,3,AI
30393,2.0,1,Player
30394,1.0,2,AI
30395,1.0,1,Draw
30396,2.0,2,Draw
30397,3.0,1,AI
30398,2.0,3,AI
30399,2.0,3,AI
30400,3.0,3,Draw
30401,2.0,3,AI
30402,3.0,3,Draw
30403,1.0,3,Player
30404,1.0,1,Draw
30405,2.0,3,AI
30406,3.0,3,Draw
30407,1.0,2,AI
30408,2.0,3,AI
30409,1.0,1,Draw
30410,3.0,3,Draw
30411,3.0,1,AI
30412,2.0,3,AI
30413,2.0,1,Player
30414,1.0,3,Player
30415,2.0,2,Draw
30416,2.0,3,AI
30417,2.0,1,Player
30418,2.0,3,AI
30419,2.0,1,Player
30420,3.0,3,Draw
30421,2.0,3,AI
30422,1.0,1,Draw
30423,2.0,1,Player
30424,2.0,1,Player
30425,2.0,3,AI
30426,2.0,1,Player
30427,2.0,3,AI
30428,2.0,1,Player
30429,1.0,3,Player
30430,2.0,2,Draw
30431,2.0,2,Draw
30432,1.0,3,Player
30433,2.0,3,AI
30434,3.0,3,Draw
30435,3.0,3,Draw
30436,3.0,1,AI
30437,2.0,1,Player
30438,3.0,2,Player
30439,2.0,2,Draw
30440,1.0,1,Draw
30441,1.0,1,Draw
30442,2.0,1,Player
30443,3.0,2,Player
30444,3.0,1,AI
30445,3.0,3,Draw
30446,1.0,1,Draw
30447,1.0,3,Player
30448,1.0,1,Draw
30449,2.0,3,AI
30450,1.0,1,Draw
30451,3.0,2,Player
30452,3.0,2,Player
30453,3.0,1,AI
30454,2.0,3,AI
30455,2.0,1,Player
30456,2.0,3,AI
30457,3.0,3,Draw
30458,3.0,1,AI
30459,3.0,2,Player
30460,3.0,2,Player
30461,3.0,3,Draw
30462,2.0,3,AI
30463,1.0,1,Draw
30464,2.0,1,Player
30465,2.0,1,Player
30466,2.0,1,Player
30467,1.0,2,AI
30468,1.0,3,Player
30469,3.0,3,Draw
30470,1.0,1,Draw
30471,2.0,3,AI
30472,1.0,1,Draw
30473,2.0,3,AI
30474,2.0,3,AI
30475,1.0,3,Player
30476,1.0,3,Player
30477,1.0,2,AI
30478,3.0,3,Draw
30479,2.0,1,Player
30480,2.0,1,Player
30481,2.0,3,AI
30482,1.0,2,AI
30483,3.0,3,Draw
30484,2.0,1,Player
30485,3.0,1,AI
30486,1.0,3,Player
30487,1.0,1,Draw
30488,1.0,1,Draw
30489,3.0,1,AI
30490,3.0,2,Player
30491,1.0,1,Draw
30492,1.0,3,Player
30493,2.0,3,AI
30494,1.0,3,Player
30495,2.0,3,AI
30496,1.0,3,Player
30497,3.0,1,AI
30498,2.0,2,Draw
30499,2.0,3,AI
30500,2.0,1,Player
30501,2.0,3,AI
30502,3.0,2,Player
30503,1.0,3,Player
30504,3.0,1,AI
30505,2.0,3,AI
30506,1.0,1,Draw
30507,2.0,2,Draw
30508,2.0,3,AI
30509,1.0,1,Draw
30510,2.0,2,Draw
30511,2.0,3,AI
30512,2.0,3,AI
30513,2.0,3,AI
30514,2.0,1,Player
30515,1.0,2,AI
30516,1.0,3,Player
30517,2.0,1,Player
30518,2.0,1,Player
30519,3.0,1,AI
30520,3.0,3,Draw
30521,2.0,3,AI
30522,2.0,2,Draw
30523,1.0,1,Draw
30524,1.0,1,Draw
30525,1.0,2,AI
30526,1.0,1,Draw
30527,3.0,3,Draw
30528,2.0,1,Player
30529,3.0,1,AI
30530,2.0,3,AI
30531,2.0,3,AI
30532,1.0,1,Draw
30533,1.0,1,Draw
30534,3.0,3,Draw
30535,3.0,3,Draw
30536,1.0,1,Draw
30537,2.0,3,AI
30538,1.0,3,Player
30539,2.0,2,Draw
30540,2.0,2,Draw
30541,1.0,3,Player
30542,2.0,3,AI
30543,3.0,1,AI
30544,3.0,3,Draw
30545,3.0,3,Draw
30546,2.0,2,Draw
30547,2.0,3,AI
30548,1.0,1,Draw
30549,3.0,2,Player
30550,1.0,3,Player
30551,2.0,3,AI
30552,2.0,3,AI
30553,2.0,1,Player
30554,2.0,1,Player
30555,1.0,3,Player
30556,2.0,3,AI
30557,2.0,2,Draw
30558,1.0,3,Player
30559,2.0,1,Player
30560,1.0,3,Player
30561,3.0,3,Draw
30562,3.0,3,Draw
30563,2.0,3,AI
30564,2.0,3,AI
30565,3.0,2,Player
30566,2.0,1,Player
30567,1.0,1,Draw
30568,2.0,2,Draw
30569,1.0,3,Player
30570,1.0,1,Draw
30571,2.0,2,Draw
30572,2.0,1,Player
30573,2.0,3,AI
30574,3.0,1,AI
30575,3.0,3,Draw
30576,3.0,1,AI
30577,1.0,3,Player
30578,2.0,2,Draw
30579,2.0,1,Player
30580,3.0,3,Draw
30581,3.0,1,AI
30582,2.0,1,Player
30583,2.0,1,Player
30584,2.0,1,Player
30585,1.0,1,Draw
30586,2.0,3,AI
30587,2.0,3,AI
30588,1.0,2,AI
30589,3.0,3,Draw
30590,3.0,1,AI
30591,1.0,3,Player
30592,2.0,1,Player
30593,2.0,2,Draw
30594,1.0,2,AI
30595,2.0,3,AI
30596,2.0,3,AI
30597,1.0,1,Draw
30598,3.0,2,Player
30599,2.0,2,Draw
30600,3.0,1,AI
30601,3.0,1,AI
30602,2.0,2,Draw
30603,2.0,3,AI
30604,1.0,1,Draw
30605,2.0,3,AI
30606,2.0,2,Draw
30607,1.0,3,Player
30608,2.0,3,AI
30609,1.0,3,Player
30610,1.0,3,Player
30611,1.0,1,Draw
30612,2.0,1,Player
30613,2.0,1,Player
30614,2.0,2,Draw
30615,2.0,1,Player
30616,2.0,1,Player
30617,1.0,2,AI
30618,2.0,3,AI
30619,1.0,1,Draw
30620,2.0,1,Player
30621,3.0,3,Draw
30622,2.0,3,AI
30623,3.0,1,AI
30624,,3,AI
30625,2.0,3,AI
30626,3.0,3,Draw
30627,1.0,3,Player
30628,1.0,3,Player
30629,2.0,2,Draw
30630,2.0,3,AI
30631,1.0,1,Draw
30632,1.0,1,Draw
30633,2.0,2,Draw
30634,1.0,3,Player
30635,1.0,2,AI
30636,3.0,1,AI
30637,2.0,3,AI
30638,3.0,3,Draw
30639,3.0,3,Draw
30640,1.0,1,Draw
30641,3.0,1,AI
30642,2.0,3,AI
30643,3.0,3,Draw
30644,2.0,3,AI
30645,2.0,3,AI
30646,2.0,3,AI
30647,3.0,3,Draw
30648,2.0,3,AI
30649,3.0,1,AI
30650,3.0,1,AI
30651,1.0,2,AI
30652,3.0,2,Player
30653,1.0,2,AI
30654,2.0,2,Draw
30655,2.0,3,AI
30656,3.0,3,Draw
30657,2.0,2,Draw
30658,2.0,1,Player
30659,2.0,3,AI
30660,2.0,3,AI
30661,1.0,3,Player
30662,2.0,1,Player
30663,2.0,3,AI
30664,2.0,3,AI
30665,3.0,3,Draw
30666,2.0,3,AI
30667,2.0,3,AI
30668,2.0,1,Player
30669,2.0,1,Player
30670,1.0,2,AI
30671,2.0,3,AI
30672,3.0,3,Draw
30673,2.0,3,AI
30674,3.0,1,AI
30675,2.0,3,AI
30676,1.0,3,Player
30677,3.0,2,Player
30678,2.0,1,Player
30679,1.0,2,AI
30680,1.0,3,Player
30681,2.0,3,AI
30682,1.0,2,AI
30683,1.0,2,AI
30684,2.0,3,AI
30685,3.0,3,Draw
30686,2.0,1,Player
30687,1.0,1,Draw
30688,3.0,2,Player
30689,1.0,1,Draw
30690,3.0,1,AI
30691,2.0,3,AI
30692,3.0,3,Draw
30693,2.0,1,Player
30694,2.0,3,AI
30695,2.0,2,Draw
30696,,3,AI
30697,2.0,3,AI
30698,2.0,1,Player
30699,3.0,1,AI
30700,3.0,1,AI
30701,1.0,1,Draw
30702,2.0,3,AI
30703,2.0,2,Draw
30704,1.0,3,Player
30705,2.0,1,Player
30706,2.0,2,Draw
30707,2.0,1,Player
30708,2.0,2,Draw
30709,1.0,1,Draw
30710,2.0,1,Player
30711,3.0,3,Draw
30712,3.0,1,AI
30713,2.0,1,Player
30714,1.0,2,AI
30715,2.0,1,Player
30716,3.0,3,Draw
30717,2.0,1,Player
30718,3.0,1,AI
30719,3.0,1,AI
30720,,3,AI
30721,1.0,2,AI
30722,2.0,3,AI
30723,1.0,1,Draw
30724,1.0,3,Player
30725,1.0,1,Draw
30726,3.0,3,Draw
30727,3.0,3,Draw
30728,3.0,1,AI
30729,2.0,3,AI
30730,2.0,1,Player
30731,1.0,3,Player
30732,3.0,2,Player
30733,2.0,2,Draw
30734,3.0,3,Draw
30735,3.0,3,Draw
30736,3.0,3,Draw
30737,2.0,2,Draw
30738,3.0,1,AI
30739,2.0,3,AI
30740,1.0,3,Player
30741,2.0,2,Draw
30742,3.0,1,AI
30743,,3,AI
30744,3.0,3,Draw
30745,3.0,3,Draw
30746,2.0,3,AI
30747,2.0,3,AI
30748,2.0,1,Player
30749,3.0,2,Player
30750,1.0,1,Draw
30751,2.0,1,Player
30752,3.0,1,AI
30753,3.0,1,AI
30754,2.0,1,Player
30755,2.0,1,Player
30756,2.0,1,Player
30757,2.0,1,Player
30758,1.0,3,Player
30759,1.0,3,Player
30760,2.0,1,Player
30761,1.0,2,AI
30762,3.0,2,Player
30763,2.0,1,Player
30764,3.0,1,AI
30765,3.0,3,Draw
30766,1.0,3,Player
30767,2.0,3,AI
30768,2.0,3,AI
30769,2.0,1,Player
30770,2.0,1,Player
30771,3.0,1,AI
30772,3.0,3,Draw
30773,2.0,1,Player
30774,2.0,3,AI
30775,3.0,3,Draw
30776,2.0,2,Draw
30777,2.0,1,Player
30778,3.0,2,Player
30779,2.0,1,Player
30780,1.0,2,AI
30781,1.0,1,Draw
30782,3.0,1,AI
30783,1.0,3,Player
30784,2.0,2,Draw
30785,2.0,3,AI
30786,3.0,2,Player
30787,2.0,3,AI
30788,2.0,3,AI
30789,1.0,1,Draw
30790,2.0,1,Player
30791,2.0,3,AI
30792,1.0,1,Draw
30793,2.0,3,AI
30794,2.0,3,AI
30795,1.0,1,Draw
30796,1.0,1,Draw
30797,3.0,3,Draw
30798,1.0,1,Draw
30799,2.0,1,Player
30800,3.0,1,AI
30801,1.0,3,Player
30802,1.0,3,Player
30803,1.0,1,Draw
30804,1.0,1,Draw
30805,1.0,2,AI
30806,1.0,2,AI
30807,3.0,3,Draw
30808,2.0,1,Player
30809,2.0,1,Player
30810,3.0,1,AI
30811,1.0,2,AI
30812,2.0,1,Player
30813,3.0,3,Draw
30814,2.0,3,AI
30815,3.0,1,AI
30816,3.0,3,Draw
30817,2.0,3,AI
30818,2.0,2,Draw
30819,2.0,2,Draw
30820,1.0,1,Draw
30821,1.0,1,Draw
30822,3.0,1,AI
30823,2.0,2,Draw
30824,3.0,3,Draw
30825,3.0,3,Draw
30826,1.0,2,AI
30827,2.0,3,AI
30828,2.0,1,Player
30829,2.0,3,AI
30830,1.0,3,Player
30831,3.0,1,AI
30832,2.0,1,Player
30833,2.0,3,AI
30834,1.0,2,AI
30835,2.0,3,AI
30836,1.0,1,Draw
30837,1.0,1,Draw
30838,3.0,1,AI
30839,1.0,2,AI
30840,3.0,1,AI
30841,1.0,1,Draw
30842,2.0,1,Player
30843,,3,AI
30844,2.0,3,AI
30845,3.0,3,Draw
30846,2.0,3,AI
30847,2.0,1,Player
30848,1.0,3,Player
30849,2.0,1,Player
30850,1.0,1,Draw
30851,2.0,3,AI
30852,1.0,1,Draw
30853,1.0,3,Player
30854,2.0,2,Draw
30855,3.0,1,AI
30856,3.0,2,Player
30857,1.0,1,Draw
30858,3.0,1,AI
30859,1.0,3,Player
30860,3.0,3,Draw
30861,3.0,3,Draw
30862,1.0,3,Player
30863,2.0,1,Player
30864,,1,AI
30865,3.0,3,Draw
30866,3.0,2,Player
30867,2.0,3,AI
30868,2.0,3,AI
30869,3.0,1,AI
30870,2.0,3,AI
30871,1.0,3,Player
30872,1.0,2,AI
30873,3.0,3,Draw
30874,2.0,1,Player
30875,3.0,1,AI
30876,1.0,1,Draw
30877,1.0,3,Player
30878,1.0,3,Player
30879,2.0,1,Player
30880,2.0,3,AI
30881,3.0,3,Draw
30882,2.0,1,Player
30883,3.0,1,AI
30884,2.0,3,AI
30885,2.0,2,Draw
30886,2.0,1,Player
30887,3.0,1,AI
30888,3.0,1,AI
30889,3.0,3,Draw
30890,3.0,3,Draw
30891,3.0,3,Draw
30892,3.0,2,Player
30893,3.0,1,AI
30894,3.0,3,Draw
30895,2.0,3,AI
30896,1.0,3,Player
30897,1.0,2,AI
30898,2.0,1,Player
30899,2.0,3,AI
30900,2.0,2,Draw
30901,3.0,2,Player
30902,2.0,2,Draw
30903,2.0,3,AI
30904,2.0,3,AI
30905,1.0,3,Player
30906,2.0,2,Draw
30907,1.0,2,AI
30908,1.0,3,Player
30909,2.0,1,Player
30910,2.0,3,AI
30911,1.0,1,Draw
30912,3.0,1,AI
30913,1.0,2,AI
30914,2.0,3,AI
30915,3.0,1,AI
30916,1.0,1,Draw
30917,3.0,3,Draw
30918,3.0,3,Draw
30919,3.0,1,AI
30920,1.0,2,AI
30921,2.0,3,AI
30922,2.0,3,AI
30923,3.0,3,Draw
30924,1.0,1,Draw
30925,3.0,3,Draw
30926,2.0,1,Player
30927,3.0,3,Draw
30928,2.0,1,Player
30929,2.0,3,AI
30930,1.0,3,Player
30931,1.0,1,Draw
30932,3.0,3,Draw
30933,2.0,2,Draw
30934,3.0,1,AI
30935,2.0,3,AI
30936,1.0,1,Draw
30937,3.0,2,Player
30938,1.0,2,AI
30939,1.0,2,AI
30940,2.0,3,AI
30941,2.0,3,AI
30942,2.0,3,AI
30943,2.0,2,Draw
30944,3.0,3,Draw
30945,2.0,3,AI
30946,2.0,1,Player
30947,2.0,1,Player
30948,3.0,1,AI
30949,1.0,1,Draw
30950,3.0,3,Draw
30951,2.0,3,AI
30952,2.0,3,AI
30953,,3,AI
30954,3.0,1,AI
30955,1.0,1,Draw
30956,2.0,3,AI
30957,2.0,1,Player
30958,2.0,1,Player
30959,1.0,3,Player
30960,2.0,3,AI
30961,2.0,3,AI
30962,3.0,1,AI
30963,2.0,1,Player
30964,1.0,3,Player
30965,2.0,2,Draw
30966,2.0,3,AI
30967,3.0,1,AI
30968,3.0,2,Player
30969,2.0,2,Draw
30970,2.0,1,Player
30971,3.0,3,Draw
30972,1.0,2,AI
30973,2.0,3,AI
30974,2.0,2,Draw
30975,1.0,1,Draw
30976,3.0,2,Player
30977,2.0,1,Player
30978,1.0,3,Player
30979,2.0,3,AI
30980,2.0,1,Player
30981,,3,AI
30982,2.0,1,Player
30983,2.0,2,Draw
30984,2.0,3,AI
30985,2.0,3,AI
30986,3.0,2,Player
30987,2.0,3,AI
30988,2.0,2,Draw
30989,2.0,1,Player
30990,2.0,3,AI
30991,1.0,3,Player
30992,2.0,3,AI
30993,1.0,1,Draw
30994,1.0,2,AI
30995,1.0,3,Player
30996,2.0,1,Player
30997,3.0,3,Draw
30998,1.0,2,AI
30999,3.0,3,Draw
31000,3.0,3,Draw
31001,3.0,1,AI
31002,2.0,3,AI
31003,2.0,3,AI
31004,2.0,1,Player
31005,2.0,1,Player
31006,2.0,2,Draw
31007,1.0,3,Player
31008,3.0,2,Player
31009,1.0,1,Draw
31010,1.0,3,Player
31011,1.0,3,Player
31012,2.0,1,Player
31013,2.0,1,Player
31014,3.0,1,AI
31015,2.0,2,Draw
31016,1.0,3,Player
31017,2.0,1,Player
31018,3.0,3,Draw
31019,2.0,2,Draw
31020,2.0,1,Player
31021,3.0,1,AI
31022,2.0,2,Draw
31023,3.0,2,Player
31024,3.0,3,Draw
31025,1.0,3,Player
31026,1.0,2,AI
31027,1.0,3,Player
31028,3.0,1,AI
31029,3.0,2,Player
31030,2.0,3,AI
31031,1.0,1,Draw
31032,3.0,1,AI
31033,3.0,3,Draw
31034,2.0,1,Player
31035,2.0,3,AI
31036,2.0,3,AI
31037,3.0,1,AI
31038,3.0,3,Draw
31039,1.0,2,AI
31040,1.0,1,Draw
31041,1.0,3,Player
31042,1.0,3,Player
31043,3.0,2,Player
31044,3.0,3,Draw
31045,1.0,3,Player
31046,2.0,3,AI
31047,2.0,3,AI
31048,3.0,3,Draw
31049,3.0,2,Player
31050,2.0,3,AI
31051,3.0,3,Draw
31052,1.0,2,AI
31053,3.0,3,Draw
31054,2.0,3,AI
31055,1.0,2,AI
31056,3.0,3,Draw
31057,2.0,3,AI
31058,1.0,2,AI
31059,2.0,2,Draw
31060,2.0,2,Draw
31061,2.0,3,AI
31062,,2,AI
31063,2.0,2,Draw
31064,3.0,1,AI
31065,1.0,2,AI
31066,3.0,1,AI
31067,2.0,3,AI
31068,3.0,3,Draw
31069,2.0,3,AI
31070,1.0,2,AI
31071,1.0,1,Draw
31072,1.0,1,Draw
31073,2.0,1,Player
31074,1.0,3,Player
31075,2.0,1,Player
31076,1.0,1,Draw
31077,1.0,1,Draw
31078,2.0,3,AI
31079,2.0,3,AI
31080,1.0,1,Draw
31081,2.0,3,AI
31082,2.0,1,Player
31083,3.0,1,AI
31084,2.0,1,Player
31085,2.0,1,Player
31086,,1,AI
31087,2.0,3,AI
31088,2.0,3,AI
31089,3.0,3,Draw
31090,3.0,2,Player
31091,1.0,2,AI
31092,2.0,3,AI
31093,2.0,2,Draw
31094,2.0,1,Player
31095,1.0,1,Draw
31096,1.0,2,AI
31097,2.0,1,Player
31098,3.0,1,AI
31099,3.0,3,Draw
31100,1.0,1,Draw
31101,1.0,1,Draw
31102,1.0,2,AI
31103,2.0,1,Player
31104,3.0,1,AI
31105,2.0,3,AI
31106,2.0,3,AI
31107,1.0,1,Draw
31108,3.0,3,Draw
31109,1.0,3,Player
31110,3.0,3,Draw
31111,1.0,1,Draw
31112,2.0,1,Player
31113,1.0,3,Player
31114,2.0,3,AI
31115,2.0,3,AI
31116,1.0,1,Draw
31117,3.0,3,Draw
31118,3.0,3,Draw
31119,1.0,1,Draw
31120,2.0,1,Player
31121,3.0,1,AI
31122,2.0,2,Draw
31123,3.0,1,AI
31124,1.0,3,Player
31125,,2,AI
31126,3.0,1,AI
31127,2.0,3,AI
31128,1.0,1,Draw
31129,2.0,1,Player
31130,1.0,3,Player
31131,3.0,3,Draw
31132,,1,AI
31133,3.0,3,Draw
31134,2.0,1,Player
31135,2.0,1,Player
31136,2.0,3,AI
31137,2.0,3,AI
31138,2.0,3,AI
31139,1.0,2,AI
31140,2.0,1,Player
31141,2.0,1,Player
31142,2.0,3,AI
31143,3.0,1,AI
31144,2.0,1,Player
31145,3.0,1,AI
31146,3.0,1,AI
31147,3.0,1,AI
31148,3.0,3,Draw
31149,2.0,3,AI
31150,2.0,1,Player
31151,2.0,2,Draw
31152,1.0,3,Player
31153,1.0,1,Draw
31154,2.0,3,AI
31155,2.0,3,AI
31156,3.0,1,AI
31157,1.0,1,Draw
31158,,3,AI
31159,3.0,2,Player
31160,3.0,3,Draw
31161,2.0,2,Draw
31162,1.0,3,Player
31163,1.0,1,Draw
31164,2.0,3,AI
31165,2.0,3,AI
31166,1.0,3,Player
31167,1.0,3,Player
31168,1.0,1,Draw
31169,2.0,1,Player
31170,3.0,3,Draw
31171,1.0,1,Draw
31172,2.0,2,Draw
31173,1.0,3,Player
31174,2.0,3,AI
31175,3.0,1,AI
31176,3.0,1,AI
31177,3.0,2,Player
31178,3.0,3,Draw
31179,1.0,1,Draw
31180,1.0,3,Player
31181,1.0,1,Draw
31182,1.0,3,Player
31183,3.0,3,Draw
31184,3.0,3,Draw
31185,2.0,2,Draw
31186,2.0,1,Player
31187,2.0,3,AI
31188,1.0,1,Draw
31189,2.0,1,Player
31190,2.0,3,AI
31191,3.0,2,Player
31192,,1,AI
31193,2.0,1,Player
31194,3.0,1,AI
31195,2.0,3,AI
31196,3.0,1,AI
31197,3.0,1,AI
31198,2.0,3,AI
31199,2.0,1,Player
31200,2.0,2,Draw
31201,2.0,1,Player
31202,3.0,1,AI
31203,3.0,2,Player
31204,3.0,1,AI
31205,2.0,2,Draw
31206,3.0,3,Draw
31207,3.0,1,AI
31208,3.0,2,Player
31209,2.0,2,Draw
31210,2.0,3,AI
31211,2.0,3,AI
31212,1.0,3,Player
31213,2.0,3,AI
31214,2.0,3,AI
31215,1.0,1,Draw
31216,3.0,2,Player
31217,3.0,2,Player
31218,3.0,1,AI
31219,2.0,1,Player
31220,1.0,3,Player
31221,1.0,3,Player
31222,3.0,1,AI
31223,3.0,1,AI
31224,2.0,2,Draw
31225,2.0,1,Player
31226,1.0,3,Player
31227,2.0,2,Draw
31228,2.0,3,AI
31229,1.0,3,Player
31230,2.0,3,AI
31231,1.0,1,Draw
31232,1.0,3,Player
31233,1.0,1,Draw
31234,2.0,1,Player
31235,2.0,3,AI
31236,2.0,2,Draw
31237,1.0,1,Draw
31238,2.0,1,Player
31239,2.0,1,Player
31240,1.0,1,Draw
31241,2.0,3,AI
31242,3.0,2,Player
31243,1.0,3,Player
31244,2.0,3,AI
31245,2.0,1,Player
31246,3.0,3,Draw
31247,3.0,1,AI
31248,3.0,1,AI
31249,2.0,1,Player
31250,2.0,1,Player
31251,2.0,3,AI
31252,3.0,1,AI
31253,2.0,3,AI
31254,2.0,3,AI
31255,2.0,1,Player
31256,2.0,1,Player
31257,2.0,2,Draw
31258,2.0,1,Player
31259,1.0,1,Draw
31260,3.0,1,AI
31261,2.0,3,AI
31262,2.0,1,Player
31263,3.0,3,Draw
31264,1.0,1,Draw
31265,2.0,3,AI
31266,3.0,3,Draw
31267,1.0,3,Player
31268,2.0,1,Player
31269,3.0,1,AI
31270,2.0,2,Draw
31271,1.0,1,Draw
31272,1.0,1,Draw
31273,1.0,3,Player
31274,2.0,3,AI
31275,2.0,3,AI
31276,1.0,3,Player
31277,3.0,3,Draw
31278,3.0,1,AI
31279,3.0,1,AI
31280,1.0,3,Player
31281,3.0,3,Draw
31282,2.0,3,AI
31283,2.0,3,AI
31284,2.0,2,Draw
31285,2.0,3,AI
31286,2.0,3,AI
31287,3.0,1,AI
31288,2.0,3,AI
31289,3.0,3,Draw
31290,2.0,3,AI
31291,2.0,2,Draw
31292,3.0,1,AI
31293,2.0,3,AI
31294,1.0,2,AI
31295,3.0,1,AI
31296,2.0,3,AI
31297,3.0,1,AI
31298,1.0,1,Draw
31299,2.0,1,Player
31300,2.0,3,AI
31301,2.0,3,AI
31302,2.0,3,AI
31303,2.0,1,Player
31304,2.0,2,Draw
31305,2.0,1,Player
31306,2.0,1,Player
31307,2.0,1,Player
31308,3.0,3,Draw
31309,2.0,3,AI
31310,2.0,3,AI
31311,3.0,2,Player
31312,3.0,1,AI
31313,1.0,3,Player
31314,1.0,2,AI
31315,2.0,1,Player
31316,1.0,2,AI
31317,1.0,1,Draw
31318,1.0,1,Draw
31319,2.0,3,AI
31320,2.0,3,AI
31321,3.0,1,AI
31322,1.0,1,Draw
31323,1.0,3,Player
31324,1.0,3,Player
31325,3.0,1,AI
31326,1.0,1,Draw
31327,2.0,3,AI
31328,2.0,1,Player
31329,1.0,1,Draw
31330,2.0,2,Draw
31331,2.0,3,AI
31332,3.0,2,Player
31333,1.0,2,AI
31334,1.0,3,Player
31335,3.0,3,Draw
31336,2.0,3,AI
31337,3.0,1,AI
31338,2.0,3,AI
31339,1.0,2,AI
31340,3.0,2,Player
31341,3.0,3,Draw
31342,3.0,2,Player
31343,3.0,1,AI
31344,2.0,3,AI
31345,3.0,3,Draw
31346,1.0,3,Player
31347,3.0,1,AI
31348,2.0,3,AI
31349,1.0,2,AI
31350,3.0,1,AI
31351,3.0,1,AI
31352,3.0,1,AI
31353,3.0,2,Player
31354,1.0,1,Draw
31355,1.0,1,Draw
31356,1.0,1,Draw
31357,2.0,3,AI
31358,1.0,1,Draw
31359,2.0,1,Player
31360,2.0,2,Draw
31361,2.0,3,AI
31362,3.0,1,AI
31363,,3,AI
